trial_name,trial_number,attempts,response1,response2,response3,picture1,picture2,item,correct3,text,question1,question2,question3,response,name,trials,context,sentence,question,paraphrase,correct,RT,trial_type,context_picture,target_picture,target,target_size,ref_np,adj,adj_cond,syntax,utterance,workerid,startDate,startTime,botresponse,understand,age,sex,education,languages,enjoyment,problems,fairprice,comments,experiment_id
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",gift,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",31935,critical,images/flower-parade-basic.png,images/sunflower.png,sunflower,big,gift,big,congruent,subj,Your friend says: <br/><b>That big sunflower is a gift.</b>,workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
warmup2,1,1,chihuha,debormen,dog,warmup/chihuahua2.png,warmup/doberman2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
warmup2,1,2,chihuha,debormen,dog,warmup/chihuahua2.png,warmup/doberman2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
warmup2,1,3,chihuha,debormen,dog,warmup/chihuahua2.png,warmup/doberman2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
warmup2,1,4,chihuahua,doberman,dog,warmup/chihuahua2.png,warmup/doberman2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
warmup2,2,1,pug,great dane,dog,warmup/pug2.png,warmup/great-dane2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",great dane,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",14016,filler,images/dog-parade-basic2_filler.png,images/great-dane_filler.png,Great Dane,big,prize-winner,big,congruent,subj,Your friend says: <br/><b>That Great Dane is big.</b>,workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",chihuahua,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",13466,critical,images/dog-parade-basic.png,images/chihuahua.png,chihuahua,small,service-animal,small,congruent,subj,Your friend says: <br/><b>That small chihuahua is a service-animal.</b>,workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",doberman,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",190382,filler,images/dog-parade-basic_filler.png,images/doberman_filler.png,doberman,big,service-animal,big,congruent,pred,Your friend says: <br/><b>That's a big doberman.</b>,workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",pug,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",8784,critical,images/dog-parade-basic2.png,images/pug.png,pug,small,prize-winner,small,congruent,pred,Your friend says: <br/><b>That prize-winner is a small pug.</b>,workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
warmup1,1,1,sunflower,dandelion,flowers,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
warmup1,2,1,great dane,pug,dogs,warmup/great-dane2.png,warmup/pug2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",24789,filler,images/dog-parade-basic2_filler.png,images/pug_filler.png,pug,small,prize-winner,small,congruent,subj,Your friend says: <br/><b>That pug is small.</b>,workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",sunflowers,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",19608,filler,images/flower-parade-basic_filler.png,images/sunflower_filler.png,sunflower,big,gift,big,congruent,pred,Your friend says: <br/><b>That's a big sunflower.</b>,workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dandelions,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",23852,critical,images/flower-parade-basic.png,images/dandelion.png,dandelion,small,gift,small,congruent,subj,Your friend says: <br/><b>That small dandelion is a gift.</b>,workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",29526,critical,images/dog-parade-basic2.png,images/great-dane.png,Great Dane,big,prize-winner,big,congruent,pred,Your friend says: <br/><b>That prize-winner is a big Great Dane.</b>,workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
warmup2,1,1,Chihuahua,doberman,dogs,warmup/chihuahua2.png,warmup/doberman2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
warmup2,2,1,redwood,bonsai,trees,warmup/redwood2.png,warmup/bonsai2.png,trees,trees,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dobermans,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",23594,filler,images/dog-parade-basic_filler.png,images/doberman_filler.png,doberman,big,service-animal,big,congruent,subj,Your friend says: <br/><b>That doberman is big.</b>,workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",25564,critical,images/dog-parade-basic.png,images/chihuahua.png,chihuahua,small,service-animal,small,congruent,pred,Your friend says: <br/><b>That service-animal is a small chihuahua.</b>,workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",bonsai,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",16344,filler,images/tree-parade-basic_filler.png,images/bonsai_filler.png,bonsai,small,landmark,small,congruent,pred,Your friend says: <br/><b>That's a small bonsai.</b>,workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",trees,"NA",NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",29388,critical,images/tree-parade-basic.png,images/redwood_sign.png,redwood,big,landmark,big,congruent,subj,Your friend says: <br/><b>That big redwood is a landmark.</b>,workerid_0012,Tue Jun 23 2020 15:01:03 GMT-0400 (Eastern Daylight Time),1592938863361,elizabeth,yes,34,female,some_college,English,2,None,1.5,Fun experiment,35
warmup1,1,1,hummingbird,eagle,birds,warmup/hummingbird2.png,warmup/eagle2.png,birds,birds,Please label the pictures below.,This is a ,These are both ,This is an ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0013,Tue Jun 23 2020 12:52:09 GMT-0700 (Pacific Daylight Time),1592941929685,sarah,yes,39,female,some_college,English,1,None.,1.25,No comment.,35
warmup1,2,1,dandelion,sunflower,flowers,warmup/dandelion2.png,warmup/sunflower2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0013,Tue Jun 23 2020 12:52:09 GMT-0700 (Pacific Daylight Time),1592941929685,sarah,yes,39,female,some_college,English,1,None.,1.25,No comment.,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0013,Tue Jun 23 2020 12:52:09 GMT-0700 (Pacific Daylight Time),1592941929685,sarah,yes,39,female,some_college,English,1,None.,1.25,No comment.,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",28774,filler,images/flower-parade-basic_filler.png,images/dandelion_filler.png,dandelion,small,gift,small,congruent,subj,Your friend says: <br/><b>That dandelion is small.</b>,workerid_0013,Tue Jun 23 2020 12:52:09 GMT-0700 (Pacific Daylight Time),1592941929685,sarah,yes,39,female,some_college,English,1,None.,1.25,No comment.,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",21888,critical,images/flower-parade-basic.png,images/sunflower.png,sunflower,big,gift,big,congruent,pred,Your friend says: <br/><b>That gift is a big sunflower.</b>,workerid_0013,Tue Jun 23 2020 12:52:09 GMT-0700 (Pacific Daylight Time),1592941929685,sarah,yes,39,female,some_college,English,1,None.,1.25,No comment.,35
